chars,annotation,start,end,id,name
8819,der Jude,8185,8193,7, Der gute Handel (1857)
8819,der Jude,6034,6042,7, Der gute Handel (1857)
7839,den,5322,5325,1, Der Froschkönig oder der eiserne Heinrich
7839,den,5506,5509,1, Der Froschkönig oder der eiserne Heinrich
19551,der Mann,7325,7333,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Mann,5777,5785,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Mann,7617,7625,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,die drei Kinder,10142,10157,3, Marienkind (1857)
10219,Es,2710,2712,3, Marienkind (1857)
10219,Es,4225,4227,3, Marienkind (1857)
10219,Es,2469,2471,3, Marienkind (1857)
10219,Es,4284,4286,3, Marienkind (1857)
10219,Es,6070,6072,3, Marienkind (1857)
19551,Gründlinge,19219,19229,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,meinen Mann,4357,4368,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,Frau,72,76,3, Marienkind (1857)
8819,Frau,4269,4273,7, Der gute Handel (1857)
8819,unserm Herrn,7180,7192,7, Der gute Handel (1857)
10219,das Mädchen,3722,3733,3, Marienkind (1857)
10219,wir,2007,2010,3, Marienkind (1857)
19551,wir,14117,14120,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,wir,17180,17183,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,wir,10819,10822,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,wir,17270,17273,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,wir,827,830,2, Katze und Maus in Gesellschaft (1857)
5281,wir,326,329,2, Katze und Maus in Gesellschaft (1857)
5281,wir,4475,4478,2, Katze und Maus in Gesellschaft (1857)
5281,wir,360,363,2, Katze und Maus in Gesellschaft (1857)
5281,wir,4517,4520,2, Katze und Maus in Gesellschaft (1857)
5281,wir,760,763,2, Katze und Maus in Gesellschaft (1857)
7839,wir,5218,5221,1, Der Froschkönig oder der eiserne Heinrich
7839,wir,4902,4905,1, Der Froschkönig oder der eiserne Heinrich
5846,wir,2263,2266,5, Der Wolf und die sieben jungen Geislein (1857)
5846,wir,570,573,5, Der Wolf und die sieben jungen Geislein (1857)
5846,wir,1454,1457,5, Der Wolf und die sieben jungen Geislein (1857)
5846,wir,931,934,5, Der Wolf und die sieben jungen Geislein (1857)
8819,mirs,2593,2597,7, Der gute Handel (1857)
8819,mirs,5526,5530,7, Der gute Handel (1857)
19551,mirs,10228,10232,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,5573,5577,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,13494,13498,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,8564,8568,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,5597,5601,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,1375,1379,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,7868,7872,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,7839,7843,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,13337,13341,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,8540,8544,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,8243,8247,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,mirs,8210,8214,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,ihre armen Kinder,3684,3701,5, Der Wolf und die sieben jungen Geislein (1857)
19551,Bruder,1208,1214,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,Müller,1722,1728,5, Der Wolf und die sieben jungen Geislein (1857)
8819,dem,8277,8280,7, Der gute Handel (1857)
19551,dem,1545,1548,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,dem,283,286,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,das dritte Kind,3955,3970,2, Katze und Maus in Gesellschaft (1857)
8819,deine Kameraden,2333,2348,7, Der gute Handel (1857)
8819,dieser,5861,5867,7, Der gute Handel (1857)
19551,dieser,9041,9047,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,ihr lieber Geselle und Gemahl,6059,6088,1, Der Froschkönig oder der eiserne Heinrich
19551,Söhne,81,86,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,einer bösen Hexe,6122,6138,1, Der Froschkönig oder der eiserne Heinrich
19551,Wirth,13132,13137,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,ihrem,1059,1064,7, Der gute Handel (1857)
8819,ihrem,513,518,7, Der gute Handel (1857)
5281,ihrem,2782,2787,2, Katze und Maus in Gesellschaft (1857)
7839,ihrem,5372,5377,1, Der Froschkönig oder der eiserne Heinrich
7839,ihrem,3176,3181,1, Der Froschkönig oder der eiserne Heinrich
7839,ihrem,4651,4656,1, Der Froschkönig oder der eiserne Heinrich
5846,ihrem,3739,3744,5, Der Wolf und die sieben jungen Geislein (1857)
10219,ein Holzhacker,46,60,3, Marienkind (1857)
5846,eine alte Geis,60,74,5, Der Wolf und die sieben jungen Geislein (1857)
10219,die Jungfrau Maria,7173,7191,3, Marienkind (1857)
10219,die Jungfrau Maria,8726,8744,3, Marienkind (1857)
10219,die Jungfrau Maria,3980,3998,3, Marienkind (1857)
10219,die Jungfrau Maria,3218,3236,3, Marienkind (1857)
10219,die Jungfrau Maria,6750,6768,3, Marienkind (1857)
10219,die Jungfrau Maria,515,533,3, Marienkind (1857)
10219,die Jungfrau Maria,986,1004,3, Marienkind (1857)
10219,die Jungfrau Maria,8484,8502,3, Marienkind (1857)
19551,Der Küster,2900,2910,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Der Küster,3126,3136,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,dem Ungethüm,4210,4222,5, Der Wolf und die sieben jungen Geislein (1857)
10219,Der König,6247,6256,3, Marienkind (1857)
19551,der jüngste,172,183,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,Katze,4468,4473,2, Katze und Maus in Gesellschaft (1857)
10219,ihm,240,243,3, Marienkind (1857)
10219,ihm,3303,3306,3, Marienkind (1857)
10219,ihm,6317,6320,3, Marienkind (1857)
10219,ihm,502,505,3, Marienkind (1857)
10219,ihm,3375,3378,3, Marienkind (1857)
10219,ihm,6599,6602,3, Marienkind (1857)
10219,ihm,4777,4780,3, Marienkind (1857)
10219,ihm,811,814,3, Marienkind (1857)
10219,ihm,1754,1757,3, Marienkind (1857)
10219,ihm,6413,6416,3, Marienkind (1857)
10219,ihm,6377,6380,3, Marienkind (1857)
10219,ihm,424,427,3, Marienkind (1857)
10219,ihm,2298,2301,3, Marienkind (1857)
10219,ihm,923,926,3, Marienkind (1857)
8819,ihm,8652,8655,7, Der gute Handel (1857)
8819,ihm,3083,3086,7, Der gute Handel (1857)
8819,ihm,1569,1572,7, Der gute Handel (1857)
8819,ihm,8124,8127,7, Der gute Handel (1857)
8819,ihm,3931,3934,7, Der gute Handel (1857)
8819,ihm,6816,6819,7, Der gute Handel (1857)
8819,ihm,995,998,7, Der gute Handel (1857)
8819,ihm,5835,5838,7, Der gute Handel (1857)
8819,ihm,3642,3645,7, Der gute Handel (1857)
8819,ihm,2098,2101,7, Der gute Handel (1857)
19551,ihm,17877,17880,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,18008,18011,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,11980,11983,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,15715,15718,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,9990,9993,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,9736,9739,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,16098,16101,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,19295,19298,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,7337,7340,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,1667,1670,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,11556,11559,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,12504,12507,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,15995,15998,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,11670,11673,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,15862,15865,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,13008,13011,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,1069,1072,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,1822,1825,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,7923,7926,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,10667,10670,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihm,5789,5792,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,ihm,4543,4546,1, Der Froschkönig oder der eiserne Heinrich
7839,ihm,2879,2882,1, Der Froschkönig oder der eiserne Heinrich
7839,ihm,4077,4080,1, Der Froschkönig oder der eiserne Heinrich
7839,ihm,6732,6735,1, Der Froschkönig oder der eiserne Heinrich
7839,ihm,7027,7030,1, Der Froschkönig oder der eiserne Heinrich
5846,ihm,4875,4878,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihm,5123,5126,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihm,1664,1667,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihm,1956,1959,5, Der Wolf und die sieben jungen Geislein (1857)
5846,meine armen Kinder,4034,4052,5, Der Wolf und die sieben jungen Geislein (1857)
5846,alle sieben,238,249,5, Der Wolf und die sieben jungen Geislein (1857)
19551,der junge König,18872,18887,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der junge König,19249,19264,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ein Mann,5624,5632,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ein Mann,16708,16716,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,der Frosch,2803,2813,1, Der Froschkönig oder der eiserne Heinrich
7839,der Frosch,4596,4606,1, Der Froschkönig oder der eiserne Heinrich
7839,der Frosch,3993,4003,1, Der Froschkönig oder der eiserne Heinrich
7839,der Frosch,4759,4769,1, Der Froschkönig oder der eiserne Heinrich
7839,der Frosch,1534,1544,1, Der Froschkönig oder der eiserne Heinrich
7839,der Frosch,3473,3483,1, Der Froschkönig oder der eiserne Heinrich
7839,der Frosch,3824,3834,1, Der Froschkönig oder der eiserne Heinrich
10219,die Jungfrau,9002,9014,3, Marienkind (1857)
10219,die Jungfrau,7978,7990,3, Marienkind (1857)
8819,Du,4145,4147,7, Der gute Handel (1857)
19551,Du,2470,2472,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,Herrn König,8521,8532,7, Der gute Handel (1857)
8819,Herrn König,7457,7468,7, Der gute Handel (1857)
10219,einen Sohn,6661,6671,3, Marienkind (1857)
10219,einen Sohn,7591,7601,3, Marienkind (1857)
19551,den Gründlingen,19354,19369,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,Maus,2381,2385,2, Katze und Maus in Gesellschaft (1857)
5281,Maus,974,978,2, Katze und Maus in Gesellschaft (1857)
5846,das vierte,2620,2630,5, Der Wolf und die sieben jungen Geislein (1857)
19551,Mann,3731,3735,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Mann,4142,4146,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Mann,3603,3607,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,Kinder,8622,8628,3, Marienkind (1857)
5846,Kinder,2101,2107,5, Der Wolf und die sieben jungen Geislein (1857)
5846,Kinder,275,281,5, Der Wolf und die sieben jungen Geislein (1857)
19551,die Gespenster,12749,12763,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,die Katze,2613,2622,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,4315,4324,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,2914,2923,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,1418,1427,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,933,942,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,379,388,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,4590,4599,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,5178,5187,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,4033,4042,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,2227,2236,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,1965,1974,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,639,648,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,2335,2344,2, Katze und Maus in Gesellschaft (1857)
5281,die Katze,3563,3572,2, Katze und Maus in Gesellschaft (1857)
10219,dieses neugeborne,7863,7880,3, Marienkind (1857)
19551,die sechs Männer,16575,16591,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,der Bösewicht,2016,2029,5, Der Wolf und die sieben jungen Geislein (1857)
19551,Jungen,4288,4294,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,uns,10439,10442,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5281,uns,4521,4524,2, Katze und Maus in Gesellschaft (1857)
5281,uns,4552,4555,2, Katze und Maus in Gesellschaft (1857)
5846,uns,581,584,5, Der Wolf und die sieben jungen Geislein (1857)
7839,acht weißen Pferden,6388,6407,1, Der Froschkönig oder der eiserne Heinrich
19551,eure,14584,14588,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,eure,10900,10904,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,eure,1295,1299,5, Der Wolf und die sieben jungen Geislein (1857)
19551,Der Todte,16370,16379,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,das neugeborene Kind,7197,7217,3, Marienkind (1857)
19551,Vater,5316,5321,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Vater,575,580,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Vater,4945,4950,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Vater,4621,4626,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Vater,1279,1284,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,ihn,3420,3423,7, Der gute Handel (1857)
8819,ihn,5279,5282,7, Der gute Handel (1857)
19551,ihn,6296,6299,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,1984,1987,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,2391,2394,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,19418,19421,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,16220,16223,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,19375,19378,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,16192,16195,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,4226,4229,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,4778,4781,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,15919,15922,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,15963,15966,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,3257,3260,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,403,406,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,12771,12774,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,2161,2164,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,17943,17946,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,9716,9719,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,2186,2189,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,3968,3971,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,2310,2313,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,2416,2419,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,17968,17971,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,16515,16518,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,244,247,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,14257,14260,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,10698,10701,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,16171,16174,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,17307,17310,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,16529,16532,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,12707,12710,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ihn,14193,14196,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,ihn,5810,5813,1, Der Froschkönig oder der eiserne Heinrich
7839,ihn,6176,6179,1, Der Froschkönig oder der eiserne Heinrich
7839,ihn,5609,5612,1, Der Froschkönig oder der eiserne Heinrich
7839,ihn,5830,5833,1, Der Froschkönig oder der eiserne Heinrich
7839,ihn,5560,5563,1, Der Froschkönig oder der eiserne Heinrich
7839,ihn,5587,5590,1, Der Froschkönig oder der eiserne Heinrich
5846,ihn,4940,4943,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihn,3908,3911,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihn,512,515,5, Der Wolf und die sieben jungen Geislein (1857)
5846,ihn,5601,5604,5, Der Wolf und die sieben jungen Geislein (1857)
5846,alle sechse,4380,4391,5, Der Wolf und die sieben jungen Geislein (1857)
8819,den König,3578,3587,7, Der gute Handel (1857)
8819,den König,5817,5826,7, Der gute Handel (1857)
19551,den König,9591,9600,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,dem Wolf,335,343,5, Der Wolf und die sieben jungen Geislein (1857)
5281,ihres,4436,4441,2, Katze und Maus in Gesellschaft (1857)
5846,eure Mutter,799,810,5, Der Wolf und die sieben jungen Geislein (1857)
5846,die sieben Geiserche,4804,4824,5, Der Wolf und die sieben jungen Geislein (1857)
19551,der Todte,15885,15894,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Todte,16253,16262,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Sohn,1878,1882,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,Euer Junge,4297,4307,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,die Zuhörer,746,757,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,Das eine,2542,2550,5, Der Wolf und die sieben jungen Geislein (1857)
19551,den Jungen,3683,3693,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,den Jungen,4527,4537,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
8819,Herr König,4456,4466,7, Der gute Handel (1857)
10219,Das Mädchen,1373,1384,3, Marienkind (1857)
19551,Der Mann,14177,14185,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der Geist,18165,18174,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,liebe Frau,19504,19514,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ein gräulicher Mann,14069,14088,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,meinem,7196,7202,1, Der Froschkönig oder der eiserne Heinrich
5846,meinem,5407,5413,5, Der Wolf und die sieben jungen Geislein (1857)
5281,Base,1035,1039,2, Katze und Maus in Gesellschaft (1857)
19551,Ein Theil,11781,11790,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,eine weiße Gestalt,2678,2696,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
10219,der Holzhacker,288,302,3, Marienkind (1857)
5281,das Kind,2512,2520,2, Katze und Maus in Gesellschaft (1857)
19551,die Gestalt,2729,2740,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,einen Frosch,1291,1303,1, Der Froschkönig oder der eiserne Heinrich
19551,die andern,11803,11813,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
5846,die andern,3618,3628,5, Der Wolf und die sieben jungen Geislein (1857)
8819,dem Fleischer,3122,3135,7, Der gute Handel (1857)
8819,Der Bauer,8050,8059,7, Der gute Handel (1857)
5846,euer liebes Mütterchen,2109,2131,5, Der Wolf und die sieben jungen Geislein (1857)
7839,Der treue Heinrich,6569,6587,1, Der Froschkönig oder der eiserne Heinrich
10219,ein Reh,5594,5601,3, Marienkind (1857)
10219,der,78,81,3, Marienkind (1857)
8819,der,2744,2747,7, Der gute Handel (1857)
8819,der,5470,5473,7, Der gute Handel (1857)
8819,der,1972,1975,7, Der gute Handel (1857)
8819,der,5189,5192,7, Der gute Handel (1857)
8819,der,7150,7153,7, Der gute Handel (1857)
19551,der,5640,5643,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der,7912,7915,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der,18545,18548,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der,8595,8598,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der,4148,4151,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,der,13153,13156,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
7839,der,3028,3031,1, Der Froschkönig oder der eiserne Heinrich
7839,der,5361,5364,1, Der Froschkönig oder der eiserne Heinrich
7839,der,2386,2389,1, Der Froschkönig oder der eiserne Heinrich
10219,ich,8850,8853,3, Marienkind (1857)
10219,ich,7747,7750,3, Marienkind (1857)
10219,ich,9781,9784,3, Marienkind (1857)
10219,ich,9655,9658,3, Marienkind (1857)
10219,ich,613,616,3, Marienkind (1857)
10219,ich,7122,7125,3, Marienkind (1857)
10219,ich,2387,2390,3, Marienkind (1857)
10219,ich,7000,7003,3, Marienkind (1857)
10219,ich,7929,7932,3, Marienkind (1857)
10219,ich,8945,8948,3, Marienkind (1857)
10219,ich,9697,9700,3, Marienkind (1857)
10219,ich,507,510,3, Marienkind (1857)
10219,ich,6878,6881,3, Marienkind (1857)
10219,ich,7854,7857,3, Marienkind (1857)
10219,ich,1038,1041,3, Marienkind (1857)
10219,ich,1974,1977,3, Marienkind (1857)
10219,ich,1921,1924,3, Marienkind (1857)
8819,ich,6551,6554,7, Der gute Handel (1857)
8819,ich,7571,7574,7, Der gute Handel (1857)
8819,ich,7194,7197,7, Der gute Handel (1857)
8819,ich,7067,7070,7, Der gute Handel (1857)
8819,ich,4087,4090,7, Der gute Handel (1857)
8819,ich,8451,8454,7, Der gute Handel (1857)
8819,ich,8357,8360,7, Der gute Handel (1857)
8819,ich,7001,7004,7, Der gute Handel (1857)
8819,ich,4310,4313,7, Der gute Handel (1857)
8819,ich,2224,2227,7, Der gute Handel (1857)
8819,ich,4236,4239,7, Der gute Handel (1857)
8819,ich,7225,7228,7, Der gute Handel (1857)
8819,ich,2537,2540,7, Der gute Handel (1857)
8819,ich,2107,2110,7, Der gute Handel (1857)
8819,ich,316,319,7, Der gute Handel (1857)
8819,ich,2510,2513,7, Der gute Handel (1857)
8819,ich,7009,7012,7, Der gute Handel (1857)
8819,ich,4212,4215,7, Der gute Handel (1857)
8819,ich,858,861,7, Der gute Handel (1857)
8819,ich,7029,7032,7, Der gute Handel (1857)
8819,ich,5348,5351,7, Der gute Handel (1857)
8819,ich,3947,3950,7, Der gute Handel (1857)
8819,ich,2194,2197,7, Der gute Handel (1857)
8819,ich,574,577,7, Der gute Handel (1857)
8819,ich,1452,1455,7, Der gute Handel (1857)
8819,ich,2431,2434,7, Der gute Handel (1857)
8819,ich,5373,5376,7, Der gute Handel (1857)
8819,ich,5975,5978,7, Der gute Handel (1857)
8819,ich,7922,7925,7, Der gute Handel (1857)
8819,ich,2448,2451,7, Der gute Handel (1857)
8819,ich,4894,4897,7, Der gute Handel (1857)
8819,ich,3243,3246,7, Der gute Handel (1857)
19551,ich,16995,16998,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,4905,4908,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,15204,15207,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,17229,17232,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,8327,8330,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,999,1002,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,8194,8197,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,1980,1983,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,18760,18763,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,7163,7166,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,17034,17037,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,1405,1408,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,16345,16348,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,8945,8948,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,3092,3095,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,17134,17137,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,19067,19070,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,17435,17438,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,1360,1363,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,5045,5048,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,5384,5387,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,13212,13215,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,8100,8103,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,3964,3967,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,11011,11014,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,2177,2180,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,4997,5000,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,19529,19532,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,13916,13919,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
19551,ich,8982,8985,4," Mährchen von einem, der auszog das Fürchten zu lernen (1857)"
